id,total,term,breitbart,infowars,mother_jones,cnn,abc_news,usatoday,drudge_report,yahoo,nbc_news,fox_news
1179,10.0,norway,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,sharpton,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,include,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1179,10.0,korea,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1179,10.0,chapmans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1179,10.0,accusation,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,renews,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,thud,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,imports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1179,10.0,photographers,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,spoke,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,railway,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1179,10.0,transcripts,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1179,10.0,dealership,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1179,10.0,surprise,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,india,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,nicholas,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,inappropriate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1179,10.0,terrifying,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1179,10.0,universities,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,researchers,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1179,10.0,leader,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,minibrains,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1179,10.0,mysterious,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1179,10.0,vessel,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,label,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1179,10.0,mens,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,facebook,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1179,10.0,usiran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1179,10.0,ethiopia,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,restrooms,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,challenges,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1179,10.0,unite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1179,10.0,leads,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1179,10.0,bar,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,lego,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,radical,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,dramatic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,apples,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1179,10.0,allegedly,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,demolished,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,lightyears,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1179,10.0,opposition,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,qerim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1179,10.0,suny,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,half,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,burst,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1179,10.0,worst,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,traced,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1179,10.0,stomach,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,rising,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,cnn,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,breakup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1179,10.0,wireless,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,uks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1179,10.0,facts,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,amazon,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1179,10.0,millionaire,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,represented,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,paid,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,teachers,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,unemployment,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,majors,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,richest,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,towns,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,13,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,flame,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,sites,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,sir,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,dairyfree,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,volleyball,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,glutenfree,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,barbecue,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,partners,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,limit,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,quality,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,segments,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,options,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,switching,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,spots,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,landing,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,pitchers,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,withdraws,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,jerseys,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,mocked,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,nuts,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,dreaded,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,superstar,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,incomes,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,follow,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,retire,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,negotiations,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,hassle,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,shopping,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,form,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,taylor,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,gayle,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,comments,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,iranian,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,epa,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,huawei,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,worked,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,stronger,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,generals,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,violates,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,swamp,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,universal,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,hussle,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1179,10.0,remembered,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1179,10.0,hawaii,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,endorsement,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1179,10.0,girls,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,passengers,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,borders,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,booted,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,bans,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,holland,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,reproductive,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,pacers,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,homelessness,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,pro,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,holiday,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,inaugural,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,mlbs,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,sick,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,losing,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,steroids,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,projects,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,abolish,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,promised,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,gop,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,details,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,friday,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,cars,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,ratings,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,riders,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,slithers,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,lesbian,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,heyer,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,reflects,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,sentencing,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,heather,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,promote,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,engaging,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,justin,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,dominated,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,nightlife,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,queer,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,louisvilles,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,mobile,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,golf,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,1964,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,filming,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,flung,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,kidnap,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,catches,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,thursdays,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,megan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1179,10.0,talent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1179,10.0,transition,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,roberts,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,kavanaugh,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,wideeyed,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,gorsuch,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,unpredictable,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,17yearold,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,guns,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,cubs,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,charlottesville,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,employer,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,heroic,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,falling,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,window,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,miranda,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,kidskind,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,robot,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,kpop,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,anniversary,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,domination,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,neon,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,ways,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,heavens,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,ruins,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,everfor,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,skin,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,trained,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,learned,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,calendar,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,mountains,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,scenic,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,vistas,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,lakes,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,casting,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,paying,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,skyline,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,stars,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,changed,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,nashville,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,dylans,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,backlash,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,bond,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,lizzo,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,summerfest,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,snake,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,spiderman,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,bts,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,dinged,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,inevitable,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,nominee,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,image,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,fastfood,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,color,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1179,10.0,2014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,daily,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,sentenced,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,rage,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,kobach,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,signings,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1179,10.0,lying,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,analyst,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,pressure,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1179,10.0,legal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,enforcement,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,customers,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1179,10.0,jury,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1179,10.0,guilty,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1179,10.0,rejoices,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,dad,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,cancer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,roy,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,honor,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1179,10.0,hijacked,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,ribbon,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,arrive,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,rotc,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,exposés,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,succession,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,parkland,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,orange,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,swalwells,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,swedish,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,alert,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,embraces,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,defending,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,naomi,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1179,10.0,surviving,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1179,10.0,effort,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1179,10.0,language,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,tieless,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1179,10.0,leukemia,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,explains,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1179,10.0,russian,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,georgia,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1179,10.0,recruiting,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1179,10.0,fairness,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1179,10.0,ditches,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1179,10.0,giant,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1179,10.0,data,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1179,10.0,owen,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1179,10.0,osbourne,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1179,10.0,ghostbusters,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1179,10.0,ozzy,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1179,10.0,separation,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1179,10.0,weapons,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1179,10.0,mike,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1179,10.0,strong,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1179,10.0,joining,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1179,10.0,stories,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1179,10.0,trouble,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1179,10.0,stewart,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1179,10.0,iconic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
